msa,quarter,industry,company,CIK,STREET1,city,state,zip,ENTITYTYPE,JURISDICTIONOFINC,ACCESSIONNUMBER
atlanta,2015q3,Other Health Care,SCIENTIFIC INTAKE LTD CO,0001277119,2859 PACES FERRY RD SE,atlanta,GA,30339,Limited Liability Company,GEORGIA,0001277119-15-000001
baltimore,2015q3,Biotechnology,Perceptive Navigation LLC,0001649081,119 OVERHILL ROAD,baltimore,MD,21210,Limited Liability Company,DELAWARE,0001649081-15-000001
pittsburgh,2015q3,Biotechnology,COGNITION THERAPEUTICS INC,0001455365,2403 SIDNEY STREET,pittsburgh,PA,15203,Corporation,DELAWARE,0001455365-15-000002
baltimore,2015q3,Pharmaceuticals,"Chesapeake Therapeutics, LLC",0001648771,1498-M REISTERSTOWN ROAD,pikesville,MD,21208,Limited Liability Company,MARYLAND,0001648771-15-000001
philadelphia,2015q3,Biotechnology,PhaseBio Pharmaceuticals Inc,0001169245,One Great Valley Parkway,malvern,PA,19355,Corporation,DELAWARE,0001169245-15-000002
baltimore,2015q3,Other Health Care,"Integra ServiceConnect, LLC",0001648400,10055 RED RUN BOULEVARD,owings mills,MD,21117,Limited Liability Company,DELAWARE,0001648400-15-000001
dallas,2015q3,Other Health Care,"Socrates Health Solutions, Inc.",0001594118,6301 GASTON AVENUE,dallas,TX,75214,Corporation,DELAWARE,0001594118-15-000002
philadelphia,2015q3,Other Health Care,"Accolade, Inc.",0001481646,660 W. GERMANTOWN PIKE SUITE 500,plymouth meeting,PA,19462,Corporation,DELAWARE,0001192482-15-000307
philadelphia,2015q3,Biotechnology,"AptaCo, Inc.",0001647844,1105 NORTH MARKET STREET,wilmington,DE,19801,Corporation,DELAWARE,0001647844-15-000002
atlanta,2015q3,Other Health Care,GUIDED THERAPEUTICS INC,0000924515,5835 PEACHTREE CORNERS EAST,norcross,GA,30092,Corporation,DELAWARE,0000924515-15-000001
pittsburgh,2015q3,Biotechnology,"Forest Devices, Inc.",0001647635,6022 BROAD STREET,pittsburgh,PA,15206,Corporation,DELAWARE,0001647635-15-000001
philadelphia,2015q3,Pharmaceuticals,"Recro Pharma, Inc.",0001588972,490 LAPP ROAD,malvern,PA,19355,Corporation,PENNSYLVANIA,0001588972-15-000001
philadelphia,2015q3,Other Health Care,"HELIUS MEDICAL TECHNOLOGIES, INC.",0001610853,"SUITE 400, 41 UNIVERSITY DRIVE",newtown,PA,18940,Corporation,WYOMING,0001062993-15-003814
philadelphia,2015q3,Biotechnology,"AptaCo, Inc.",0001647844,1105 NORTH MARKET STREET,wilmington,DE,19801,Corporation,DELAWARE,0001647844-15-000001
dallas,2015q3,Other Health Care,"Cornell Pharmacy, LLC",0001647736,5710 LBJ FREEWAY,dallas,TX,75240,Limited Liability Company,TEXAS,0001647736-15-000001
dallas,2015q3,Other Health Care,CareView Communications Inc,0001377149,405 STATE HIGHWAY 121,lewisville,TX,75067,Corporation,NEVADA,0001387131-15-002069
atlanta,2015q3,Other Health Care,"CHILDRENS HEALTHCARE OF ATLANTA SURGERY CENTER AT MERIDIAN MARK PLAZA, LLC",0001200058,5445 MERIDIAN MARK ROAD NE,atlanta,GA,30342,Limited Liability Company,GEORGIA,0001200058-15-000002
pittsburgh,2015q3,Biotechnology,Knopp Biosciences LLC,0001497598,2100 WHARTON STREET,pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-15-000890
dallas,2015q3,Other Health Care,"Motion PT Holdings, Inc.",0001647272,300 CRESCENT COURT,dallas,TX,75201,Corporation,DELAWARE,0001647272-15-000001
baltimore,2015q3,Other Health Care,"Avhana Health, Inc.",0001627454,8 MARKET PLACE,baltimore,MD,21202,Corporation,DELAWARE,0001627454-15-000003
dallas,2015q3,Other Health Care,"PFO Global, Inc.",0001456455,7501 ESTERS BLVD.,irving,TX,75063,Corporation,NEVADA,0001456455-15-000005
dallas,2015q3,Other Health Care,"Texas Health Surgery Center Rockwall, LLC",0001645817,612 EAST LAMAR BOULEVARD SUITE 1000,arlington,TX,76011,Limited Liability Company,TEXAS,0001645817-15-000002
pittsburgh,2015q3,Other Health Care,"CIRCADIANCE, LLC",0001646751,1060 CORPORATE LANE,export,PA,15632,Limited Liability Company,PENNSYLVANIA,0001646751-15-000001
atlanta,2015q4,Other Health Care,"Rimidi Diabetes, Inc.",0001556272,400 Trabert Avenue,atlanta,GA,30309,Corporation,DELAWARE,0001556272-15-000002
pittsburgh,2015q4,Biotechnology,CELSENSE INC,0001372965,603 STANWIX STREET,pittsburgh,PA,15222,Corporation,DELAWARE,0001372965-15-000001
pittsburgh,2015q4,Other Health Care,"Gallagher Hospice, LLC",0001661811,1370 Washington Pike,bridgeville,PA,15017,Limited Liability Company,PENNSYLVANIA,0001661811-15-000002
philadelphia,2015q4,Other Health Care,"Genomind, Inc.",0001604902,2200 Renaissance Boulevard,king of prussia,PA,19406-2755,Corporation,DELAWARE,0001604902-15-000004
philadelphia,2015q4,Pharmaceuticals,"ProPhase Labs, Inc.",0000868278,621 N. SHADY RETREAT ROAD,doylestown,PA,18901,Corporation,DELAWARE,0001382963-15-000141
baltimore,2015q4,Other Health Care,"WellDoc, Inc.",0001459113,1501 ST. PAUL STREET,baltimore,MD,21202,Corporation,DELAWARE,0001459113-15-000004
dallas,2015q4,Other Health Care,"Brain Synergy Institute, LLC",0001571030,105 Decker Court,irving,TX,75062,Limited Liability Company,TEXAS,0001571030-15-000005
philadelphia,2015q4,Other Health Care,"Golo, LLC",0001548271,511 SOUTH TWIN LAKES BLVD.,newark,DE,19711,Limited Liability Company,DELAWARE,0001548271-15-000003
philadelphia,2015q4,Pharmaceuticals,"Tmunity Therapeutics, Inc.",0001661702,3400 CIVIC CENTER,philadelphia,PA,19104,Corporation,DELAWARE,0001192482-15-000460
atlanta,2015q4,Pharmaceuticals,GALECTIN THERAPEUTICS INC,0001133416,4960 PEACHTREE INDUSTRIAL BOULEVARD,norcross,GA,30071,Corporation,NEVADA,0001133416-15-000001
baltimore,2015q4,Biotechnology,"GRAYBUG, Inc.",0001534133,6411 Beckley Street,baltimore,MD,21224,Corporation,DELAWARE,0001534133-15-000005
pittsburgh,2015q4,Biotechnology,"SkinJect, Inc.",0001640615,4981 McKnight Road,pittsburgh,PA,15237,Corporation,PENNSYLVANIA,0001640615-15-000002
dallas,2015q4,Other Health Care,"KBS Research, LLC.",0001625819,8626 NAOMI STREET,plano,TX,75024,Limited Liability Company,TEXAS,0001625819-15-000001
baltimore,2015q4,Other Health Care,"Evolution Wellness, LLC",0001660891,915 S. WOLFE STREET,baltimore,MD,21231,Limited Liability Company,MARYLAND,0001660891-15-000001
pittsburgh,2015q4,Other Health Care,"Wellist, LLC",0001617688,613 Berkshire Drive,pittsburgh,PA,15215,Limited Liability Company,PENNSYLVANIA,0001209191-15-084261
pittsburgh,2015q4,Other Health Care,"WELLIST PBC, INC.",0001640843,613 Berkshire Drive,pittsburgh,PA,15215,Corporation,DELAWARE,0001209191-15-084261
philadelphia,2015q4,Pharmaceuticals,"OrthogenRx, Inc.",0001584198,3805 OLD EASTON ROAD,doylestown,PA,18902,Corporation,PENNSYLVANIA,0001584198-15-000001
atlanta,2015q4,Other Health Care,"AperiSys, Inc.",0001658374,1735 BUFORD HIGHWAY,cumming,GA,30041,Corporation,FLORIDA,0001658374-15-000007
atlanta,2015q4,Other Health Care,"AperiSys, Inc.",0001658374,1735 BUFORD HIGHWAY,cumming,GA,30041,Corporation,FLORIDA,0001658374-15-000006
atlanta,2015q4,Other Health Care,"AperiSys, Inc.",0001658374,1735 BUFORD HIGHWAY,cumming,GA,30041,Corporation,FLORIDA,0001658374-15-000005
dallas,2015q4,Other Health Care,"SBK HEALTHCARE SERVICES, INC.",0001623435,10000 N. CENTRAL EXPRESSWAY,dallas,TX,75231,Corporation,DELAWARE,0001623435-15-000003
philadelphia,2015q4,Other Health Care,"Accolade, Inc.",0001481646,660 W. GERMANTOWN PIKE SUITE 500,plymouth meeting,PA,19462,Corporation,DELAWARE,0001192482-15-000435
philadelphia,2015q4,Other Health Care,"Saturn Care, Inc.",0001659972,1100 EAST HECTOR STREET,conshohocken,PA,19428,Corporation,DELAWARE,0001659972-15-000001
philadelphia,2015q4,Other Health Care,Practice Unite LLC,0001634091,211 WARREN STREET,newark,NJ,07103,Limited Liability Company,DELAWARE,0001634091-15-000001
pittsburgh,2015q4,Biotechnology,ALUNG TECHNOLOGIES INC,0001179295,2500 JANE STREET,pittsburgh,PA,15203,Corporation,PENNSYLVANIA,0001179295-15-000003
atlanta,2015q4,Other Health Care,"AperiSys, Inc.",0001658374,1735 BUFORD HIGHWAY,cumming,GA,30041,Corporation,FLORIDA,0001658374-15-000004
atlanta,2015q4,Other Health Care,"AperiSys, Inc.",0001658374,1735 BUFORD HIGHWAY,cumming,GA,30041,Corporation,FLORIDA,0001658374-15-000003
atlanta,2015q4,Other Health Care,"AperiSys, Inc.",0001658374,1735 BUFORD HIGHWAY,cumming,GA,30041,Corporation,FLORIDA,0001658374-15-000002
dallas,2015q4,Other Health Care,PGC Granada Assisted Living Memory Care Community LP,0001659970,9330 LBJ FREEWAY SUITE 900,dallas,TX,75243,Limited Partnership,DELAWARE,0001659970-15-000005
philadelphia,2015q4,Biotechnology,Immunome Inc.,0001472012,100 EAST LANCASTER AVENUE,wynnewood,PA,19096,Corporation,PENNSYLVANIA,0001472012-15-000002
philadelphia,2015q4,Pharmaceuticals,"Velicept Therapeutics, Inc.",0001659819,101 LINDENWOOD DRIVE,malvern,PA,19355,Corporation,DELAWARE,0001659819-15-000001
dallas,2015q4,Other Health Care,"New Way Labs, LLC",0001622831,5710 LBJ FREEWAY,dallas,TX,75240,Limited Liability Company,TEXAS,0001622831-15-000001
philadelphia,2015q4,Other Health Care,"Essential Medical, Inc.",0001605099,227 E. KING STREET,malvern,PA,19355,Corporation,DELAWARE,0001605099-15-000001
philadelphia,2015q4,Biotechnology,"Neurotrope, Inc.",0001513856,50 Park Place,newark,NJ,07102,Corporation,NEVADA,0001382963-15-000139
philadelphia,2015q4,Other Health Care,KEYSTONE MOBILE PARTNERS LP,0001174003,2701 BLAIR MILL ROAD,willow grove,PA,19090,Limited Partnership,PENNSYLVANIA,0001174003-15-000001
dallas,2015q4,Biotechnology,"Vivione Biosciences, LLC",0001657008,8600 FREEPORT PARKWAY,irving,TX,75063,Limited Liability Company,ARKANSAS,0001245105-15-000036
dallas,2015q4,Biotechnology,"Vivione Biosciences, LLC",0001657008,8600 FREEPORT PARKWAY,irving,TX,75063,Limited Liability Company,ARKANSAS,0001245105-15-000035
baltimore,2015q4,Other Health Care,"Chesapeake Health Sciences, LLC",0001657982,464 CEDAR HAVEN ROAD,arnold,MD,21012,Limited Liability Company,MARYLAND,0001657981-15-000002
baltimore,2015q4,Other Health Care,"CHS Real Estate Holdings, LLC",0001657981,464 CEDAR HAVEN ROAD,arnold,MD,21012,Limited Liability Company,MARYLAND,0001657981-15-000002
baltimore,2015q4,Biotechnology,VACCINOGEN INC,0001453001,949 FELL STREET,baltimore,MD,21231,Corporation,MARYLAND,0001144204-15-063829
baltimore,2015q4,Biotechnology,Personal Genome Diagnostics Inc.,0001530958,2809 BOSTON STREET,baltimore,MD,21224,Corporation,DELAWARE,0001530958-15-000005
philadelphia,2015q4,Other Health Care,"Genomind, Inc.",0001604902,2200 Renaissance Boulevard,king of prussia,PA,19406-2755,Corporation,DELAWARE,0001604902-15-000003
dallas,2015q4,Other Health Care,North Texas Renal Management II LLC,0001657576,1420 VICEROY DRIVE,dallas,TX,75235,Limited Liability Company,TEXAS,0001657576-15-000001
atlanta,2015q4,Other Health Care,"Brookhaven Medical, Inc.",0001592473,"3050 PEACHTREE ROAD, NW",atlanta,GA,30305,Corporation,DELAWARE,0001592473-15-000004
dallas,2015q4,Other Health Care,ORAMETRIX INC,0001119087,2350 CAMPBELL CREEK BOULEVARD,richardson,TX,75082,Corporation,DELAWARE,0001119087-15-000001
atlanta,2015q4,Other Health Care,"Endosafe Endoscopy Products, LLC",0001620086,225 TOWN PARK DRIVE,kennesaw,GA,30144,Limited Liability Company,GEORGIA,0001620086-15-000002
atlanta,2015q4,Other Health Care,Hive LLC,0001636196,3575 Piedmont Road NE,atlanta,GA,30305,Limited Liability Company,GEORGIA,0001636196-15-000004
atlanta,2015q4,Other Health Care,Hive LLC,0001636196,3575 Piedmont Road NE,atlanta,GA,30305,Limited Liability Company,GEORGIA,0001636196-15-000003
atlanta,2015q4,Other Health Care,Hive LLC,0001636196,3575 Piedmont Rd NE,atlanta,GA,30305,Limited Liability Company,GEORGIA,0001636196-15-000002
philadelphia,2015q4,Other Health Care,LIA Diagnostics Inc.,0001656738,1241 CARPENTER STREET,philadelphia,PA,19147,Corporation,DELAWARE,0001656738-15-000001
philadelphia,2015q4,Other Health Care,"HELIUS MEDICAL TECHNOLOGIES, INC.",0001610853,"SUITE 400, 41 UNIVERSITY DRIVE",newtown,PA,18940,Corporation,WYOMING,0001062993-15-005606
pittsburgh,2015q4,Other Health Care,COHERA MEDICAL INC,0001372962,209 SANDUSKY STREET,pittsburgh,PA,15212,Corporation,PENNSYLVANIA,0001372962-15-000001
philadelphia,2015q4,Other Health Care,"Ella Health, Inc.",0001552439,"101 Lindenwood Drive, Suite 225",malvern,PA,19355,Corporation,DELAWARE,0001552439-15-000003
philadelphia,2015q4,Biotechnology,"Onconova Therapeutics, Inc.",0001130598,375 PHEASANT RUN,newtown,PA,18940,Corporation,DELAWARE,0001192482-15-000411
baltimore,2015q4,Biotechnology,"Sonavex, Inc.",0001645892,810 WYMAN PARK DRIVE,baltimore,MD,21211,Corporation,DELAWARE,0001645892-15-000003
atlanta,2015q4,Other Health Care,"OneDirect Health Network, Inc.",0001656119,1755 W. OAK PARKWAY,marietta,GA,30062,Corporation,GEORGIA,0001656119-15-000001
philadelphia,2015q4,Other Health Care,"Golo, LLC",0001548271,511 South Twin Lakes Blvd.,newark,DE,19711,Limited Liability Company,DELAWARE,0001548271-15-000002
philadelphia,2015q4,Biotechnology,"MEDGENICS, INC.",0001138776,435 Devon Park Drive,wayne,PA,19087,Corporation,DELAWARE,0001192482-15-000410
philadelphia,2015q4,Pharmaceuticals,"Galera Therapeutics, Inc.",0001563577,2 West Liberty Boulevard,malvern,PA,19355,Corporation,DELAWARE,0000950138-15-000666
dallas,2015q4,Other Health Care,"Gramercy Extremity Orthopedics, LLC",0001655147,1314 E. BELTLINE ROAD,carrollton,TX,75006,Limited Liability Company,TEXAS,0001655147-15-000001
dallas,2015q4,Pharmaceuticals,"ACTUATE THERAPEUTICS, INC.",0001652935,1401 FOCH STREET,fort worth,TX,76107,Corporation,DELAWARE,0001652935-15-000002
atlanta,2015q4,Other Health Care,"Accushield, LLC",0001624042,2030 POWERS FERRY ROAD,atlanta,GA,30339,Limited Liability Company,GEORGIA,0001624042-15-000001
philadelphia,2015q4,Other Health Care,Halo Medical Technologies LLC,0001612934,1805 FOULK ROAD,wilmington,DE,19810,Limited Liability Company,ARIZONA,0001612934-15-000001
atlanta,2015q4,Other Health Care,"Access Clinical Partners, LLC",0001653958,10 GLENLAKE PARKWAY,atlanta,GA,30328,Limited Liability Company,DELAWARE,0001653958-15-000001
dallas,2015q4,Other Health Care,"PFO Global, Inc.",0001456455,7501 ESTERS BLVD.,irving,TX,75063,Corporation,NEVADA,0001456455-15-000006
atlanta,2015q4,Other Health Care,"CHILDRENS HEALTHCARE OF ATLANTA SURGERY CENTER AT MERIDIAN MARK PLAZA, LLC",0001200058,5445 MERIDIAN MARK ROAD NE,atlanta,GA,30342,Limited Liability Company,GEORGIA,0001200058-15-000003
pittsburgh,2016q1,Biotechnology,COGNITION THERAPEUTICS INC,0001455365,2403 SIDNEY STREET,pittsburgh,PA,15203,Corporation,DELAWARE,0001455365-16-000004
atlanta,2016q1,Pharmaceuticals,"Cocrystal Pharma, Inc.",0001412486,1860 MONTREAL ROAD,tucker,GA,30084,Corporation,DELAWARE,0001415889-16-005374
dallas,2016q1,Other Health Care,"Stars Toxicology, LLC",0001670438,5710 LBJ FREEWAY,dallas,TX,75240,Limited Liability Company,TEXAS,0001670438-16-000001
philadelphia,2016q1,Other Health Care,"iSage Rx, Inc.",0001667234,206 Alapocas Drive,wilmington,DE,19803,Corporation,DELAWARE,0001667234-16-000002
atlanta,2016q1,Other Health Care,Q CARE INTERNATIONAL LLC,0001034485,680 ATLANTA COUNTRY CLUB DR,marietta,GA,30067,Limited Liability Company,GEORGIA,0001034485-16-000003
atlanta,2016q1,Other Health Care,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,0001160740,1140 HAMMOND DRIVE,atlanta,GA,30328,Limited Partnership,GEORGIA,0001160740-16-000004
philadelphia,2016q1,Other Health Care,"X-Nav Technologies, LLC",0001622104,1555 BUSTARD ROAD,lansdale,PA,19446,Limited Liability Company,DELAWARE,0001622104-16-000001
dallas,2016q1,Other Health Care,"PFO Global, Inc.",0001456455,7501 ESTERS BLVD.,irving,TX,75063,Corporation,NEVADA,0001456455-16-000007
philadelphia,2016q1,Pharmaceuticals,"FORGE Life Science, LLC",0001597945,3805 OLD EASTON ROAD,doylestown,PA,18902,Limited Liability Company,DELAWARE,0001597945-16-000001
philadelphia,2016q1,Other Health Care,MEDICAL ALARM CONCEPTS HOLDINGS INC,0001443089,200 W. CHURCH ROAD,king of prussia,PA,19406,Corporation,NEVADA,0001520138-16-000777
baltimore,2016q1,Biotechnology,Centrexion Therapeutics Corp,0001592052,"509 S. EXETER ST., SUITE 202",baltimore,MD,21202,Corporation,DELAWARE,0001012975-16-001084
dallas,2016q1,Other Health Care,M2 Health Investments LLC,0001669170,1117 NORTH DAY MIAR ROAD,mansfield,TX,76063,Limited Liability Company,TEXAS,0001669170-16-000001
philadelphia,2016q1,Other Health Care,"Encore Dermatology, Inc.",0001643309,5 GREAT VALLEY PARKWAY,malvern,PA,19355,Corporation,DELAWARE,0001643309-16-000002
philadelphia,2016q1,Other Health Care,"FlowMetric, Inc.",0001513090,3805 OLD EASTON ROAD,doylestown,PA,18902,Corporation,DELAWARE,0001140361-16-057463
dallas,2016q1,Other Health Care,"Legacy Pharmacy, LLC",0001668917,"5710 LBJ FREEWAY, SUITE 480",dallas,TX,75240,Limited Liability Company,TEXAS,0001668917-16-000001
baltimore,2016q1,Other Health Care,"Healthcare Interactive, Inc.",0001612708,3060 ROUTE 97,glenwood,MD,21738,Corporation,DELAWARE,0001612708-16-000002
philadelphia,2016q1,Biotechnology,"CHIP Diagnostics, Inc.",0001668540,1105 N. MARKET STREET,wilmington,DE,19801,Corporation,DELAWARE,0001192482-16-000512
philadelphia,2016q1,Biotechnology,"ZSX Medical, LLC",0001668486,3001 MARKET STREET,philadelphia,PA,19104,Limited Liability Company,DELAWARE,0001668486-16-000001
pittsburgh,2016q1,Other Health Care,"Well Bridge Health, Inc.",0001652816,45 SOUTH 23RD STREET,pittsburgh,PA,15203,Corporation,PENNSYLVANIA,0001652816-16-000002
philadelphia,2016q1,Biotechnology,TARGETED DIAGNOSTICS & THERAPEUTICS INC,0001163155,"728 SPRINGDALE DRIVE, P.O. BOX 558",exton,PA,19341,Corporation,PENNSYLVANIA,0001163155-16-000003
dallas,2016q1,Other Health Care,"Alumicell, LLC",0001662050,15510 WRIGHT BROTHERS DRIVE,addison,TX,75001,Limited Liability Company,TEXAS,0001162677-16-000148
philadelphia,2016q1,Biotechnology,"Tarsa Therapeutics, Inc.",0001475030,8 PENN CENTER,philadelphia,PA,19103,Corporation,DELAWARE,0001475030-16-000001
pittsburgh,2016q1,Biotechnology,ALUNG TECHNOLOGIES INC,0001179295,2500 JANE STREET,pittsburgh,PA,15203,Corporation,PENNSYLVANIA,0001179295-16-000005
dallas,2016q1,Biotechnology,"Eosera, Inc.",0001667144,2905 SIMONDALE DRIVE,fort worth,TX,76109,Corporation,DELAWARE,0001667144-16-000001
pittsburgh,2016q1,Biotechnology,Knopp Biosciences LLC,0001497598,2100 WHARTON STREET,pittsburgh,PA,15203,Limited Liability Company,DELAWARE,0000898432-16-001902
atlanta,2016q1,Other Health Care,"PURSUANT HEALTH, INC.",0001412720,780 JOHNSON FERRY ROAD,atlanta,GA,30342,Corporation,DELAWARE,0001412720-16-000003
dallas,2016q1,Other Health Care,"SBK HEALTHCARE SERVICES, INC.",0001623435,10000 N. CENTRAL EXPRESSWAY,dallas,TX,75231,Corporation,DELAWARE,0001623435-16-000005
dallas,2016q1,Other Health Care,"SBK HEALTHCARE SERVICES, INC.",0001623435,10000 N. CENTRAL EXPRESSWAY,dallas,TX,75231,Corporation,DELAWARE,0001623435-16-000004
philadelphia,2016q1,Other Health Care,"New Jersey Managed Care Network, LLC",0001660899,216 RECKLESSTOWN WAY,chesterfield,NJ,08515,Limited Liability Company,NEW JERSEY,0001213900-16-010743
dallas,2016q1,Other Health Care,"Pieces Technologies, Inc.",0001665588,"8435 STEMMONS FWY, Suite 1150",dallas,TX,75247,Corporation,DELAWARE,0001665588-16-000002
philadelphia,2016q1,Other Health Care,"Genomind, Inc.",0001604902,2200 Renaissance Boulevard,king of prussia,PA,19406-2755,Corporation,DELAWARE,0001604902-16-000005
philadelphia,2016q1,Other Health Care,"Golo, LLC",0001548271,1501 Casho Mill Rd.,newark,DE,19711,Limited Liability Company,DELAWARE,0001548271-16-000004
philadelphia,2016q1,Pharmaceuticals,"Tmunity Therapeutics, Inc.",0001661702,3400 CIVIC CENTER,philadelphia,PA,19104,Corporation,DELAWARE,0001192482-16-000493
philadelphia,2016q1,Other Health Care,"Ella Health, Inc.",0001552439,"101 Lindenwood Drive, Suite 225",malvern,PA,19355,Corporation,DELAWARE,0001552439-16-000004
pittsburgh,2016q1,Biotechnology,Carmell Therapeutics Corp,0001517941,3636 Boulevard of the Allies,pittsburgh,PA,15213,Corporation,DELAWARE,0001517941-16-000002
dallas,2016q1,Other Health Care,"Discovery Tox, LLC",0001658701,11620 AIRWAY BOULEVARD,roanoke,TX,76262,Limited Liability Company,TEXAS,0001658701-16-000002
pittsburgh,2016q1,Biotechnology,"Intelomed, Inc.",0001482781,PINE CORPORATE CENTER 3,pittsburgh,PA,15090,Corporation,DELAWARE,0001482781-16-000003
atlanta,2016q1,Other Health Care,"EVOQ Medical, Inc.",0001665323,2700 CUMBERLAND PARKWAY,atlanta,GA,30339,Corporation,DELAWARE,0001665323-16-000001
atlanta,2016q1,Other Health Care,PERIMETER CENTER FOR OUTPATIENT SURGERY LP,0001160740,1140 HAMMOND DRIVE,atlanta,GA,30328,Limited Partnership,GEORGIA,0001160740-16-000003
atlanta,2016q1,Other Health Care,CRYOLIFE INC,0000784199,1655 ROBERTS BOULEVARD N W,kennesaw,GA,30144,Corporation,FLORIDA,0000784199-16-000176
philadelphia,2016q1,Pharmaceuticals,Aprecia Pharmaceuticals Co,0001299458,2010 CABOT BOULEVARD WEST,langhorne,PA,19047,Corporation,DELAWARE,0001299458-16-000003
